,open,high,low,close,volume,dividends,stock_splits
2003-01-02,20.803493536922314,21.15654358302364,20.384245870656496,20.874103546142578,6549400,0.0,0.0
2003-01-03,20.86969292267413,21.138894131687028,20.59166525132755,20.77701759338379,4979200,0.0,0.0
2003-01-06,20.74171386922857,21.496358799585476,20.697583236514117,21.284528732299805,6932000,0.0,0.0
2003-01-07,21.284528007722468,21.818516389377397,21.143307967672825,21.730255126953125,5862400,0.0,0.0
2003-01-08,21.602277207986077,21.7126054861847,20.441623249963275,20.587257385253906,6609600,0.0,0.0
2003-01-09,20.87851918698685,22.17597883517262,20.785842175099944,22.096542358398438,10368000,0.0,0.0
2003-01-10,21.7876281225218,22.692319675992394,21.708191626755994,22.2421817779541,5907200,0.0,0.0
2003-01-13,22.35250970701975,22.440770982286914,21.853825421075886,22.34368324279785,3853200,0.0,0.0
2003-01-14,22.330444249112016,22.802649175048117,22.215703573243633,22.714387893676758,4123200,0.0,0.0
2003-01-15,22.758515452834995,22.8511907958122,21.778799874287973,22.198047637939453,5133800,0.0,0.0
2003-01-16,22.202463238579963,22.264246804814235,21.933261971294133,22.1583309173584,6111200,0.0,0.0
2003-01-17,21.933261774822594,21.96415355766301,20.95796021148736,21.311010360717773,8370400,0.0,0.0
2003-01-21,21.355144500732422,21.769979967160758,21.20951202680899,21.355144500732422,5837200,0.0,0.0
2003-01-22,21.34630679531646,21.615507962598507,20.90058145915172,20.98443031311035,4645400,0.0,0.0
2003-01-23,21.13447824958984,21.84499241361082,20.82114643920649,21.72583770751953,4813600,0.0,0.0
2003-01-24,21.59785797323958,21.602272046059287,19.99147889587277,20.609317779541016,8890400,0.0,0.0
2003-01-27,20.40631232900463,20.67551182467875,20.181241773152447,20.551944732666016,4326000,0.0,0.0
2003-01-28,20.61813690045404,20.85203217235258,19.64283422205227,19.995885848999023,7764600,0.0,0.0
2003-01-29,19.85909276737813,20.719653790659745,19.52369549692525,20.494583129882812,7203600,0.0,0.0
2003-01-30,20.74612418437908,20.98443361754656,19.506035684276224,19.598711013793945,8774600,0.0,0.0
2003-01-31,19.280966245439394,19.87232579048493,19.104442038298966,19.461904525756836,8482000,0.0,0.0
2003-02-03,19.47514753670404,19.845850607326053,18.314493614575753,18.566041946411133,10631000,0.0,0.0
2003-02-04,18.318902299367526,18.376273462025004,17.674585708977627,17.77167510986328,15430600,0.0,0.0
2003-02-05,18.173271767582484,19.594300345584468,18.08942289305453,18.64988899230957,16337600,0.0,0.0
2003-02-06,18.61017025675034,18.623410792833322,18.204163064353086,18.455711364746094,6202000,0.0,0.0
2003-02-07,18.976464770653436,19.55017150841985,18.623414599987644,18.78228759765625,11554800,0.0,0.0
2003-02-10,18.852892293356405,18.980871786594,18.34096926997943,18.636648178100586,6179400,0.0,0.0
2003-02-11,18.64547660248208,19.122095510684872,18.429232464469546,18.64988899230957,5546600,0.0,0.0
2003-02-12,18.62341609952518,18.90144386783174,18.30567007860339,18.53074073791504,4860400,0.0,0.0
2003-02-13,18.59253178631354,18.645488916596634,18.195349100498266,18.3895263671875,4610600,0.0,0.0
2003-02-14,19.26331834339769,19.620780892839196,18.438061597665826,19.607542037963867,14523000,0.0,0.0
2003-02-18,19.5898876197254,20.181247222350965,19.581061155987605,20.11505126953125,6717600,0.0,0.0
2003-02-19,20.07973660773615,20.291566594108446,19.660489023187303,19.93851661682129,4427000,0.0,0.0
2003-02-20,19.920873244841115,20.057680913129943,19.576649562439666,19.611953735351562,4187200,0.0,0.0
2003-02-21,19.766412474880724,20.017960785846395,19.267728242845394,19.951763153076172,5513200,0.0,0.0
2003-02-24,20.097396131606647,20.291573262053703,19.94734963151895,20.1591796875,6435200,0.0,0.0
2003-02-25,19.903209726418673,20.26950021590222,19.58546560537541,20.145933151245117,5599200,0.0,0.0
2003-02-26,20.062095603092768,20.075336142493853,19.214775154371058,19.369234085083008,7720400,0.0,0.0
2003-02-27,19.642846303012885,20.31364244990729,19.638433912526008,20.300403594970703,10761600,0.0,0.0
2003-02-28,20.353354459311692,20.984432164477138,20.159177351366726,20.971193313598633,9130600,0.0,0.0
2003-03-03,21.249222772777223,21.381616343243394,20.454857983029015,20.560773849487305,6632800,0.0,0.0
2003-03-04,20.560778371653115,20.882936747917807,20.393078914324935,20.626976013183594,6672800,0.0,0.0
2003-03-05,20.635794133720903,21.13447827079395,20.485747653693416,20.874103546142578,6359400,0.0,0.0
2003-03-06,20.785847496524568,21.1433117335235,20.28716487779916,21.00650405883789,7337000,0.0,0.0
2003-03-07,20.671100712936955,21.3595495898492,20.547533613289424,21.068283081054688,6589600,0.0,0.0
2003-03-10,20.803497575242005,21.055045887136302,20.375423364292597,20.618146896362305,4401200,0.0,0.0
2003-03-11,20.587255987687755,20.962371434707993,20.45486071605632,20.724061965942383,5926000,0.0,0.0
2003-03-12,20.61373400910597,20.909414654515626,20.340120364954753,20.878522872924805,6014200,0.0,0.0
2003-03-13,21.063872756792943,21.990631219497327,20.715235025344974,21.889127731323242,9525600,0.0,0.0
2003-03-14,21.968559936774952,22.065649332550315,21.681707505537062,22.02151870727539,8934600,0.0,0.0
2003-03-17,21.800862235842462,22.701139450073242,21.487528735564258,22.701139450073242,11406400,0.0,0.0
2003-03-18,22.604056962871898,22.72762408911013,22.175982727723962,22.506967544555664,6721600,0.0,0.0
2003-03-19,22.529037506100963,22.661431123428034,21.86706773598942,22.259836196899414,9382600,0.0,0.0
2003-03-20,22.198048815555996,22.506968325344133,21.88912930576786,22.458423614501953,8295000,0.0,0.0
2003-03-21,17.99674451085129,18.48218984547121,16.805200697410534,17.0876407623291,81407000,0.0,0.0
2003-03-24,16.805204564732307,17.299474792084442,16.65957042578939,17.18473243713379,19833800,0.0,0.0
2003-03-25,17.264171969817138,17.4848285705481,17.11853948874236,17.162670135498047,12205800,0.0,0.0
2003-03-26,17.056749968875383,17.67458722563808,17.05233589565152,17.475996017456055,11579800,0.0,0.0
2003-03-27,17.30830041751597,17.462759329989495,17.21121099626068,17.22003746032715,7684200,0.0,0.0
2003-03-28,17.11853605286334,17.34801907358092,16.897879496420586,16.933183670043945,6621000,0.0,0.0
2003-03-31,16.708117682454162,16.730183005311346,16.205020914015016,16.416851043701172,10035800,0.0,0.0
2003-04-01,16.430089149691455,16.527178585996513,16.24473842599214,16.337413787841797,9605200,0.0,0.0
2003-04-02,16.549233395724094,17.37007564150802,16.54040693589603,17.29505157470703,7185200,0.0,0.0
2003-04-03,17.167076399068247,17.228859949804583,16.650739312888668,16.681631088256836,7871200,0.0,0.0
