,open,high,low,close,volume,dividends,stock_splits
2003-01-02,24.557702924021644,25.270769478100977,24.236431245571783,25.184574127197266,142600,0.0,0.0
2003-01-03,25.19241511438381,25.223756436923786,24.612557304602053,24.706588745117188,52900,0.0,0.0
2003-01-06,24.604719690559,25.99167251586914,24.604719690559,25.99167251586914,222100,0.0,0.0
2003-01-07,26.132713813105628,26.367793101062084,25.72524982273769,26.187564849853516,142100,0.0,0.0
2003-01-08,26.320781772208854,26.320781772208854,25.45099660700006,25.51368522644043,107400,0.0,0.0
2003-01-09,25.529352389765965,26.250253437431255,25.529352389765965,25.599872589111328,70100,0.0,0.0
2003-01-10,25.63121976556773,25.77226615838221,24.839795440693297,25.192411422729492,139300,0.0,0.0
2003-01-13,25.388308307078624,25.388308307078624,24.800614518254104,25.051362991333008,82200,0.0,0.0
2003-01-14,24.824122558834137,25.098377765061752,24.667404017065113,24.6909122467041,156100,0.0,0.0
2003-01-15,24.69091371942889,25.24726323077228,24.4871802008087,25.239425659179688,136400,0.0,0.0
2003-01-16,25.2472585270695,25.388304897881063,24.6674008927156,24.683073043823242,69200,0.0,0.0
2003-01-17,24.753596533874557,24.769268685175074,23.742765193670312,24.17374038696289,151200,0.0,0.0
2003-01-21,24.39314956161004,24.448002102483436,24.173745376432134,24.220760345458984,64000,0.0,0.0
2003-01-22,24.36964490162321,24.416659874657554,24.09538815219462,24.322629928588867,43700,0.0,0.0
2003-01-23,24.369650970902274,24.369650970902274,23.93867554458573,24.275619506835938,96400,0.0,0.0
2003-01-24,24.244271069024013,24.275613886736938,23.742772534405564,24.071880340576172,160700,0.0,0.0
2003-01-27,23.977844429900934,24.13456146865035,23.327465057373047,23.327465057373047,149800,0.0,0.0
2003-01-28,23.586053077769424,23.875980464332663,23.31179635119255,23.797622680664062,92100,0.0,0.0
2003-01-29,23.586049940909977,23.860306631011703,23.48418244436253,23.828962326049805,60200,0.0,0.0
2003-01-30,23.63306560985561,23.883814078727486,23.233434677124023,23.233434677124023,40500,0.0,0.0
2003-01-31,23.233436465854144,23.62523135227522,23.233436465854144,23.476348876953125,29300,0.0,0.0
2003-02-03,23.50768597258787,23.78194260785041,23.27260971069336,23.27260971069336,34800,0.0,0.0
2003-02-04,23.296182436675362,23.453324235017913,23.099755938054802,23.445466995239258,108700,0.08,0.0
2003-02-05,23.39832746022333,23.657610405108745,22.98190270084326,23.1154727935791,59400,0.0,0.0
2003-02-06,23.139037650293822,23.319749634317063,22.942611189760306,23.060466766357422,43500,0.0,0.0
2003-02-07,22.981900405632103,23.421895344213127,22.785473906438664,22.793331146240234,27700,0.0,0.0
2003-02-10,22.793343354457434,23.233338528701854,22.793343354457434,23.209768295288086,28300,0.0,0.0
2003-02-11,22.903334776464753,23.366901541120754,22.903334776464753,22.95833396911621,39900,0.0,0.0
2003-02-12,22.95047150447744,23.178326963453497,22.785473964072928,23.00547218322754,28500,0.0,0.0
2003-02-13,22.903339007824993,23.492618749871685,22.793340602200026,23.296192169189453,51200,0.0,0.0
2003-02-14,23.563322938135364,23.610464878879142,23.25689807537788,23.555465698242188,63200,0.0,0.0
2003-02-18,23.571186071034308,23.995468139648438,23.178332969850405,23.995468139648438,56900,0.0,0.0
2003-02-19,23.964039735162242,23.995468703330772,23.59475835087614,23.66547203063965,40100,0.0,0.0
